"ruined","r-u-nt","runt","","3426",""
"purchase","p-r-ch","prc","","3429",""
"defect","df-e-k","dfek","","3431",""
"altar","o-t-e2","ote","","3435",""
"mutual","m-u-t-l","mutl","","3437",""
"construction","k-s2-/-k-s2h","ksksh","","3445",""
"cotton","k-o-tn","kotn","","3446",""
"sale","s-a-l","sal","","3449",""
"eaten","e-tn","etn","","3450",""
"shortly","sh-/-e","ze","","3451",""
"favorite","f-a-/-e-t","faet","","3452",""
"suggest","s2-u-g","sug","","3453",""
"maiden","m-a-tn","matn","","3456",""
"convey","k-v-a","kva","","3458",""
"absent","a-b-s","abs","","3459",""
"basis","b-a-ss","bass","","3461",""
"elected","e-l-e-k-t","elekt","","3462",""
"teacher","t-e2-ch-e2","tece","","3464",""
"exquisite","e-s2-k-e-s2-t","xkest","","3473",""
"resources","r-s2-o-s2s2","rsoss","","3476",""
"happens","^-h-\-a-p-n-s","hapns","","3477",""
"claimed","k-l-a-mt","klamt","","3478",""
"earliest","e-r-e-s","eres","","3479",""
"prosperity","p-r-p-/-r","prpr","","3480",""
"adventure","a-v-nt-r","avntr","","3484",""
"employment","m-pl-m","mplm","","3486",""
"passionate","p-a-sh-a-t","pazat","","3488",""
"jealous","j-e-l-u-s","jelus","","3490",""
"novel","n-o-v","nov","","3492",""
"conceal","k-s-e-l","ksel","","3493",""
"silly","s-e-l-e","sele","","3494",""
"Christianity","k-r-e-s-ch-/-n-t","krescnt","","3495",""
"intercourse","n-/-k-r-s","nkrs","","3499",""
"badly","b-d-e","bde","","3500",""
"estimated","e-s2-tm-a-td","estmatd","","3501",""
"responsible","r-s-p","rsp","","3508",""
"accompany","a-k-p-e","akpe","","3509",""
"propose","p-r-p-o","prpo","","3510",""
"someone","s2-m-u-n","smun","","3511",""
"assume","a-s2-m","asm","","3514",""
"cure","k-e-u","ku","","3516",""
"misfortune","m-s2-f-tn","msftn","","3517",""
"occupation","o-kp","okp","","3519",""
"pretended","p-r-e-tn-/-t","pretnt","","3521",""
"autumn","o-tm","otm","","3522",""
"missed","m-e-s2-t","mest","","3524",""
"privilege","p-r-e-v","prev","","3526",""
"simplicity","s2-e-m-p-/-s2","semps","","3528",""
"extensive","e-s2-tn-s2-v","xtnsv","","3531",""
"consisted","k-ss-/-t","ksst","","3533",""
"dearest","d-e2-/-s2-t","dest","","3535",""
"scale","s2-k-a-l","skal","","3536",""
"furnish","f-n-sh","fnz","","3537",""
"vanity","v-/-nt","vnt","","3541",""
"hostile","^-h-\-o-s2-t-l","hostl","","3543",""
"balance","b-a-l","bal","","3544",""
"republic","r-p","rp","","3546",""
"doubtful","d-a-u-f","dwf","","3549",""
"ministers","mn-e-s2-t-ye2","mnestye","","3550",""
"data","d-a-t-a","data","","3554",""
"responsibility","r-p-/-b","rpb","","3555",""
"reminded","r-e-m-i-n-/-t","remint","","3558",""
"burnt","b-e2-n-t","bent","","3561",""
"submit","s2-m-e-t","smet","","3567",""
"occasional","k-a-sh-l","kazl","","3569",""
"physician","f-e-s-e-sh","fesez","","3572",""
"job","j-o-b","job","","3574",""
"deadly","td-e","tde","","3575",""
"introduction","n-/-d-u-k","nduk","","3578",""
"inquiry","n-k-i","nki","","3579",""
"independence","nt-p","ntp","","3580",""
"earnestly","e2-n-s-e2","ense","","3586",""
"sincere","s2-e-n-s-e","sense","","3588",""
"publication","p-b-sh","pbz","","3589",""
"fed","f-e-d","fed","","3591",""
"eastern","e-s2-tn","estn","","3592",""
"puts","p-s","ps","","3593",""
"student","s2-t-u-tn","stutn","","3594",""
"comparison","k-p-r-s2-n","kprsn","","3596",""
"boots","b-u-t-s","buts","","3597",""
"slip","s-l-e-p","slep","","3598",""
"offices","o-ss2","oss","","3600",""
"indicated","nt-e-k-/-t","ntekt","","3602",""
"invitation","n-v-e-t-sh","nvetz","","3603",""
"chest","ch-e-s2-t","cest","","3607",""
"impressed","m-p-r-e-s2-t","mprest","","3611",""
"procession","p-r-s-e-sh","prsez","","3613",""
"external","e-s-/-n-l","xnl","","3614",""
"defeat","df-e-t","dfet","","3616",""
"destined","d-s2-tn-d","dstnd","","3617",""
"federal","f-e-d-r-l","fedrl","","3620",""
"reckon","r-e-k-n","rekn","","3623",""
"grain","g-r-a-n","gran","","3628",""
"combined","k-b-i-/-t","kbit","","3629",""
"club","k-l-b","klb","","3630",""
"wire","i-r","ir","","3632",""
"accused","a-k-e-u-/-t","akut","","3634",""
"elsewhere","l-s-a-r","lsar","","3635",""
"conflict","k-fl","kfl","","3636",""
"entertained","n-/-tn-d","ntnd","","3637",""
"prize","p-r-i-s","pris","","3643",""
"stupid","s2-t-p-d","stpd","","3644",""
"perfection","p-r-f-s2h","prfsh","","3650",""
"dirty","d-e2-t-e","dete","","3651",""
"helpless","^-h-\-e-l-pl","helpl","","3656",""
"mount","mn-t","mnt","","3658",""
"curse","k-u-r-s","kurs","","3659",""
"correspondence","k-r-e-s","kres","","3667",""
"baron","b-a-r-n","barn","","3669",""
"railway","r-l","rl","","3675",""
"largest","l-a-j-e-s","lajes","","3677",""
"dollar","d-o","do","","3678",""
"musical","m-u-s-/-k","musk","","3680",""
"model","m-o-d-l","modl","","3681",""
"coarse","k-r-s","krs","","3682",""
"mild","m-i-ld","mild","","3683",""
"washed","u-o-sh-t","uozt","","3687",""
"composition","k-p-o-sh","kpoz","","3690",""
"modest","m-o-d-e-s","modes","","3691",""
"pays","p-a-s","pas","","3692",""
"closer","k-l-o-s-e-r","kloser","","3695",""
"perpetual","p-r-p-t-l","prptl","","3696",""
"association","a-s2-o-sh","asoz","","3697",""
"harmony","^-h-\-a2-mn-e","hamne","","3698",""
"counted","k-nt-d","kntd","","3699",""
"intend","n-tn","ntn","","3700",""
"flood","fl-u-d","flud","","3702",""
"establish","e-s2-t-b","estb","","3703",""
"men's","mn-s","mns","","3704",""
"confused","k-f-e-u-/-t","kfut","","3709",""
"enjoyment","n-j-o-e-m","njym","","3711",""
"flour","fl-r","flr","","3714",""
"monarch","mn-a-r-k","mnark","","3716",""
"messenger","m-e2-s-j-e2","mesje","","3717",""
"talent","t-a-l-e-nt","talent","","3721",""
"advised","v-i-s2-d","visd","","3722",""
"exclusion","e-s-/-sh","xz","","3728",""
"stroke","s2-t-r-o-k","strok","","3729",""
"discipline","d-s-pl-e-n","dsplen","","3730",""
"mud","m-u-d","mud","","3731",""
"liberal","l-e-b-e-r","leber","","3734",""
"pound","p-n","pn","","3735",""
"feature","f-e-t-r","fetr","","3736",""
"rent","r-e-nt","rent","","3737",""
"charity","ch-/-r","cr","","3743",""
"strangely","s2-t-j-e","stje","","3747",""
"appointment","o-e-m","ym","","3748",""
"alter","o-t-e2","ote","","3749",""
"conceive","k-s-e","kse","","3750",""
"gas","g-a-s","gas","","3751",""
"committee","k-e-t-e","kete","","3752",""
"sheet","sh-e-t","zet","","3753",""
"citizen","s2-e-t-s","sets","","3754",""
"international","n-/-n-a-sh-l","nnazl","","3761",""
"farmer","f-a2-m-e2","fame","","3763",""
"instruction","n-s-/-k-sh","nskz","","3769",""
"intellect","n-/-e-k","nek","","3770",""
"namely","n-a-e","nae","","3778",""
"behalf","b-f","bf","","3779",""
"Austria","o-s-/-a","osa","","3780",""
"clock","k-l-o-k","klok","","3782",""
"reserve","r-s2-e-v","rsev","","3785",""
"revolution","r-v-o-l-sh","rvolz","","3787",""
"proposition","p-r-p-o-sh","prpoz","","3788",""
"arrange","a-r-a","ara","","3789",""
"score","s2-k-o-r","skor","","3791",""
"engagement","n-g-a-m","ngam","","3793",""
"situated","s2-e-t-e-u-td","setutd","","3797",""
"glow","g-l-o","glo","","3800",""
"dreamed","d-r-e-mt","dremt","","3801",""
"revenge","r-v-e-n-j","rvenj","","3808",""
"vulgar","v-u-g-r","vugr","","3809",""
"careless","k-a2-l","kal","","3811",""
"sore","s2-o-r","sor","","3812",""
"comparatively","k-p-r-v-e","kprve","","3815",""
"tremendous","t-r-e-mn-s","tremns","","3816",""
"undoubtedly","n-d-a-u-/-t-e","ndwte","","3817",""
"ridiculous","r-e-d-e-k","redek","","3821",""
"convenient","k-v-e-n","kven","","3822",""
"meantime","mn-tm","mntm","","3825",""
"inform","n-f","nf","","3828",""
"uncertain","n-s2-e-tn","nsetn","","3834",""
"disappointed","d-o-e-/-t","dyt","","3835",""
"leisure","l-e-sh-u","lezu","","3837",""
"inn","e-n","en","","3838",""
"reception","r-s-e-p-sh","rsepz","","3839",""
"column","k-o-l-m","kolm","","3840",""
"affectionate","a-f-k-sh-a-t","afkzat","","3842",""
"railroad","r-r","rr","","3843",""
"wages","a-j-s","ajs","","3844",""
"moderate","m-o-d","mod","","3845",""
"indifference","n-df","ndf","","3847",""
"neglect","n-e-g","neg","","3848",""
"unlike","n-l-a","nla","","3849",""
"dig","d-e-g","deg","","3855",""
"employ","m-pl","mpl","","3856",""
"temporary","tm-p-r-r-e","tmprre","","3858",""
"satisfactory","s2-a-t","sat","","3859",""
"identify","a-tn-df","atndf","","3860",""
"trained","t-r-a-nt","trant","","3861",""
"assembly","a-s2-e-m","asem","","3862",""
"wheel","^-h-\-u-e-l","huel","","3863",""
"platform","pl-a-t-f-m","platfm","","3865",""
"disgrace","d-s2-g-r-a-s","dsgras","","3866",""
"wake","u-a-k","uak","","3867",""
"economic","e-k-e-k","ekek","","3870",""
"arrangements","a-r-a-s","aras","","3871",""
"assurance","a-sh-u-n-s","azuns","","3872",""
"quit","k-w-e-t","qwet","","3873",""
"exempt","e-s2-e-mt","xemt","","3877",""
"injury","n-j-u","nju","","3878",""
"reverence","r-e-v","rev","","3879",""
"medical","m-e-d-/-k","medk","","3880",""
"funeral","f-e-u-n-r-l","funrl","","3881",""
"objection","o-b-sh","obz","","3885",""
"cares","k-as","kas","","3886",""
"knights","n-i-s","nis","","3890",""
"pretend","p-r-e-tn","pretn","","3891",""
"Ohio","o","o","","3893",""
"preparation","p-r-e-p-sh","prepz","","3894",""
"vital","v-i-t-l","vitl","","3899",""
"deserve","d-s2-e-v","dsev","","3900",""
"warned","u-o-nt","uont","","3903",""
"tragedy","t-r-a-j-d-e","trajde","","3911",""
"amusement","a-m-u-s2-m","amusm","","3914",""
"formal","f-m-l","fml","","3915",""
"pink","p-e-nk","penk","","3917",""
"desk","d-e-s2-k","desk","","3919",""
"impatient","m-p-a-sh-t","mpazt","","3921",""
"calculate","k-a-l","kal","","3927",""
"solution","s2-o-l-sh","solz","","3928",""
"internal","n-/-n-l","nnl","","3929",""
"restless","r-e-s-l","resl","","3930",""
"owned","o-nt","ont","","3933",""
"parish","p-a-r-sh","parz","","3936",""
"income","n-k-m","nkm","","3937",""
"attained","a-tn-d","atnd","","3938",""
"dine","d-i-n","din","","3941",""
"distinguish","d-s2-t","dst","","3942",""
"lasted","l-a-s-/-t","last","","3943",""
"criticism","k-r-e-t-ss","kretss","","3944",""
"dispute","d-s-p-u","dspu","","3945",""
"culture","k-l-t-r","kltr","","3958",""
"romance","r-o-mn-s","romns","","3959",""
"artillery","a2-t-e-l","atel","","3963",""
"persuade","p-r-s-w-a-d","prswad","","3966",""
"metal","m-e-t-l","metl","","3967",""
"wont","o-nt","ont","","3970",""
"countess","k-nt-e-s","kntes","","3973",""
"dramatic","d-r-a-m-/-a","drama","","3976",""
"abide","a-b-i","abi","","3979",""
"Massachusetts","m-a-s","mas","","3981",""
"leaf","l-e-f","lef","","3983",""
"disappointment","d-o-e-m","dym","","3984",""
"hospital","^-h-\-o-s-p-t-l","hosptl","","3986",""
"proceeding","p-r-s-e-\-h","prseg","","3989",""
"blew","bl-u","blu","","3991",""
"stuck","s2-t-u-k","stuk","","3992",""
"paint","p-a-nt","pant","","3994",""
"ample","a-m-p","amp","","3996",""
"admire","m-i2","mi","","3998",""
"visitor","v-e2-s2-e2-t-e2","vesete","","4000",""
"justly","j-u-s-e","juse","","4003",""
"translation","t-/-l-a-sh","tlaz","","4007",""
"representative","r-p-df","rpdf","","4010",""
"department","/-d","d","","4011",""
"easier","e-s-e-r","eser","","4012",""
"Atlantic","a-t-l-a-nt","atlant","","4013",""
"acknowledge","a-k","ak","","4016",""
"maybe","m-a-b","mab","","4018",""
"strict","s2-t-r-k","strk","","4025",""
"renewed","r-e-n-u-d","renud","","4027",""
"professional","p-r-f-e-sh-l","prfezl","","4031",""
"steam","s2-t-e-m","stem","","4033",""
"grandfather","g-/-f-a-th2","gfah","","4034",""
"mail","m-a2","ma","","4041",""
"remainder","r-e2-mn-e2","remne","","4046",""
"heap","^-h-\-e-p","hep","","4049",""
"trick","t-r-e-k","trek","","4050",""
"executive","e-s2-e-k-v","xekv","","4051",""
"prominent","p-r-o-mn","promn","","4053",""
"candle","k-d-l","kdl","","4056",""
"glimpse","g-l-e-m-s","glems","","4058",""
"farewell","f-a-r-l","farl","","4059",""
"obscure","o-b-s2-k-r","obskr","","4060",""
"powder","p-a-u-d-e2","pwde","","4061",""
"purely","p-e-u-e","pue","","4062",""
"effective","f-k-v","fkv","","4064",""
"lightning","l-i-n-\-h","ling","","4066",""
"surrender","s-e-r-e-nt","serent","","4067",""
"govern","g-v","gv","","4070",""
"cardinal","k-a-tn-l","katnl","","4073",""
"shell","sh-e-l","zel","","4077",""
"chairs","ch-ya2","cya","","4079",""
"chances","ch-a-n-ss","canss","","4081",""
"refer","r-f","rf","","4082",""
"subsequent","s-s2-e-k","ssek","","4084",""
"wash","u-o-sh","uoz","","4085",""
"recover","r-e-k-v","rekv","","4086",""
"poison","p-o-e-s2-n","pysn","","4088",""
"lieutenant","l-u-tn-nt","lutnnt","","4089",""
"incapable","n-k-a-p","nkap","","4093",""
"foe","f-o","fo","","4096",""
"gladly","g-l-e","gle","","4097",""
"maximum","m-a-x-mn","maxmn","","4098",""
"pile","p-i-l","pil","","4102",""
"protected","p-r-o-t-e-k-t","protekt","","4104",""
"assigned","a-s2-i-nt","asint","","4121",""
"climate","k-l-i-m-a-t","klimat","","4125",""
"mischief","m-s-ch","msc","","4127",""
"therein","th2-n","hn","","4132",""
"coal","k-o-l","kol","","4133",""
"product","p-r-o","pro","","4139",""
"editor","e-td-e2","etde","","4144",""
"openly","o-p-n-e","opne","","4146",""
"healthy","^-h-\-e-l-th-e","helhe","","4147",""
"vice","v-i-s","vis","","4148",""
"garrison","g-a-r-s2-n","garsn","","4150",""
"illness","e-l-n-e-s","elnes","","4154",""
"selfish","s2-/-s2h","ssh","","4159",""
"retained","r-e-tn-d","retnd","","4166",""
"recognition","r-k-n-sh","rknz","","4168",""
"hunt","^-h-\-u-nt","hunt","","4170",""
"California","k-a","ka","","4171",""
"discharge","d-s-ch-j","dscj","","4175",""
"dates","td-s","tds","","4176",""
"justified","j-u-s2-f-/-t","jusft","","4178",""
"Monday","m-u-n","mun","","4184",""
"linen","l-e-n-e-n","lenen","","4189",""
"knee","n-e","ne","","4192",""
"elegant","e-l-e-g","eleg","","4193",""
"improvement","m-p-r","mpr","","4194",""
"surrounding","s-e-r-nt-\-h","serntg","","4199",""
"straw","s2-t-r-o","stro","","4200",""
"brass","br-a-s","bras","","4202",""
"naval","n-a-v","nav","","4205",""
"joke","j-o-k","jok","","4206",""
"madam","m-a-tm","matm","","4207",""
"lowest","l-o-s2-t","lost","","4210",""
"occupy","o-kp","okp","","4211",""
"preliminary","p-r-e-l-e-m","prelem","","4212",""
"institution","n-s2-t-sh","nstz","","4213",""
"combination","k-b-n-sh","kbnz","","4214",""
"sink","s2-e-nk","senk","","4215",""
"desirable","d-s-b","dsb","","4217",""
"experiment","e-s-p-r-e-m","xprem","","4222",""
"contented","k-tn-td","ktntd","","4225",""
"recorded","r-k-td","rktd","","4230",""
"imperial","m-p-e-r-l","mperl","","4231",""
"contract","k-/-k","kk","","4233",""
"sport","s-p-o-t","spot","","4234",""
"park","p-a-r-k","park","","4235",""
"arrest","a-r-e-s","ares","","4236",""
"electric","^-e-l","el","","4240",""
"replace","r-pl-a-s","rplas","","4246",""
"eminent","e-mn","emn","","4249",""
"pack","p-a-k","pak","","4250",""
"dined","d-i-nt","dint","","4253",""
"concept","k-s-e-p","ksep","","4255",""
"beach","b-e-ch","bec","","4256",""
"inquire","n-k-i","nki","","4257",""
"picturesque","p-k-t-r-e-s2-k","pktresk","","4258",""
"illustrious","e-l-u-s2-u-s","elusus","","4259",""
"loyal","l-o-e","ly","","4263",""
"envy","n-v-e","nve","","4264",""
"mainly","m-a-n-e","mane","","4266",""
"esteem","e-s2-tm","estm","","4268",""
"likes","l-a-s","las","","4269",""
"abandon","a-b-a-nt","abant","","4274",""
"cheap","ch-e-p","cep","","4275",""
"chapel","ch-a-pl","capl","","4276",""
"universe","e-u-n-v","unv","","4278",""
"endless","nt-l","ntl","","4279",""
"trunk","t-r-nk","trnk","","4282",""
"sunset","s2-n-s2-e-t","snset","","4285",""
"load","l-o-d","lod","","4289",""
"discussed","d-s2-k-/-t","dskt","","4290",""
"conquest","k-k-e-s","kkes","","4293",""
"cheer","ch-e2","ce","","4294",""
"visitors","v-e-s2-e-t-ye2","vesetye","","4296",""
"joint","j-o-e-nt","jynt","","4305",""
"spell","s-pl","spl","","4311",""
"medicine","m-e-d-s2-n","medsn","","4314",""
"convention","k-v-n-sh","kvnz","","4315",""
"thanked","th-^->-/-t","ht","","4319",""
"learnt","l-e-n-t","lent","","4320",""
"luxury","l-u-x","lux","","4322",""
"handkerchief","^-h-\-a-nk-e-r-ch","hankerc","","4325",""
"interval","n-/-v-l","nvl","","4327",""
"delicious","d-l-e-sh","dlez","","4328",""
"executed","e-s2-k-/-t","xkt","","4331",""
"remedy","r-e-mt-e","remte","","4337",""
"curtain","k-e2-tn","ketn","","4338",""
"favorable","f-a-b","fab","","4339",""
"temperature","tm-p-r-a-t-r","tmpratr","","4341",""
"drama","d-r-a-m-a","drama","","4343",""
"desirous","d-s2-u-s","dsus","","4344",""
"basket","b-a-s2-k-e-t","basket","","4346",""
"motionless","m-o-sh-l","mozl","","4347",""
"injured","n-j-u-/-t","njut","","4348",""
"unpleasant","n-p-e-s","npes","","4354",""
"invisible","n-v-e-s-b","nvesb","","4355",""
"canoe","k-a-n-u","kanu","","4359",""
"Berlin","br-l-e-n","brlen","","4364",""
"declined","d-e-/-nt","dent","","4371",""
"whatsoever","o-t-s2-o-v","otsov","","4372",""
"hopeless","^-h-\-o-pl","hopl","","4375",""
"steamer","s2-t-e2-m-e2","steme","","4376",""
"contest","k-t-e-s","ktes","","4377",""
"longed","l-ng-/-t","lngt","","4378",""
"advise","v-i-s","vis","","4379",""
"requested","r-k-e-s-/-t","rkest","","4384",""
"duchess","d-ch-e-s","dces","","4388",""
"suited","s2-u-td","sutd","","4390",""
"amiable","a-m-b","amb","","4391",""
"Missouri","m-o","mo","","4397",""
"lean","l-e-n","len","","4399",""
"lend","l-e-nt","lent","","4404",""
"undertake","u-/-t-a-k","utak","","4405",""
"taxes","t-a-xs","taxs","","4407",""
"retire","r-e-t-i2","reti","","4410",""
"program","p-r-/-g","prg","","4412",""
"limit","l-e-m-e-t","lemet","","4417",""
"mate","m-a-t","mat","","4418",""
"procure","p-r-o-k-r","prokr","","4420",""
"introduce","n-/-d-u-s","ndus","","4425",""
"tie","t-i","ti","","4428",""
"affect","a-f-k","afk","","4430",""
"tempted","tm-td","tmtd","","4440",""
"declaration","d-e-/-r-a-sh","deraz","","4442",""
"oak","o-k","ok","","4444",""
"happily","^-h-\-a-p-ya","hapya","","4452",""
"protest","p-r-o-t-e-s","protes","","4453",""
"purchased","p-r-ch-/-t","prct","","4460",""
"attractive","a-t-r-k-v","atrkv","","4463",""
"timber","tm-br","tmbr","","4470",""
"decent","d-s2-e-nt","dsent","","4474",""
"net","n-e-t","net","","4476",""
"expectation","e-s-p-sh","xpz","","4479",""
"encourage","n-k-r-j","nkrj","","4480",""
"push","p-sh","pz","","4481",""
"induce","n-d-u-s","ndus","","4482",""
"climb","k-l-i-m","klim","","4485",""
"trifle","t-r-i-f","trif","","4487",""
"proposal","p-r-p-o-l","prpol","","4489",""
"artificial","a2-t-f-e-sh","atfez","","4490",""
"artistic","a2-t-/-s2-t","atst","","4492",""
"Texas","t-x","tx","","4494",""
"heir","a-r","ar","","4499",""
"tore","t-o-r","tor","","4502",""
"extend","e-s2-tn","xtn","","4505",""
"insult","n-s2-u","nsu","","4506",""
"sober","s2-o-br","sobr","","4510",""
"shine","sh-i-n","zin","","4517",""
"leather","l-e-th","leh","","4518",""
"unworthy","n-u-u-th-e","nuuhe","","4519",""
"knock","n-o-k","nok","","4522",""
"eloquence","e-l-o-k","elok","","4524",""
"uses","e-u-s","us","","4527",""
"pacific","p-a-s2-k","pask","","4528",""
"descent","d-s2-e-nt","dsent","","4530",""
"retain","r-e-tn","retn","","4531",""
"Illinois","e-l","el","","4532",""
"polite","p-o-l-i","poli","","4534",""
"Norman","n-o-mn","nomn","","4535",""
"relating","r-e-l-a-\-h","relag","","4538",""
"offended","o-f-nt-d","ofntd","","4544",""
"alliance","a-l-i-n-s","alins","","4547",""
"immortal","e-m-o-t-l","emotl","","4550",""
"string","s2-t-r-e-ng","streg","","4551",""
"abundant","a-b-n-tn","abntn","","4553",""
"lock","l-o-k","lok","","4554",""
"minor","m-i-n-e2","mine","","4555",""
"anguish","a-ng-sh","angz","","4566",""
"neighborhood","n-a-br-/-d","nabrd","","4567",""
"Hamilton","^-h-\-a-m-e-l","hamel","","4571",""
"interfere","n-/-f-e-r","nfer","","4572",""
"humor","^-h-\-e2-u-m-e2","heume","","4576",""
"wheat","^-h-\-u-e-t","huet","","4580",""
"relieve","r-e-l-e-v","relev","","4582",""
"complain","kp","kp","","4588",""
"piano","p-ea-n-o","peano","","4593",""
"funny","f-n-e","fne","","4595",""
"gown","g-n","gn","","4597",""
"binary","b-n-r-e","bnre","","4599",""
"personally","p-r-s-e","prse","","4600",""
"uneasy","u-n-e-s-e","unese","","4605",""
"economy","e-k-e","eke","","4607",""
