"retained","r-e-tn-d","","","4261",""
"recognition","r-k-n-sh","","","4263",""
"hunt","^-h-\-u-nt","","","4265",""
"California","k-a","","","4266",""
"discharge","d-s-ch-j","","","4270",""
"dates","td-s","","","4271",""
"justified","j-u-s2-f-/-t","","","4273",""
"Monday","m-u-n","","","4279",""
"linen","l-e-n-e-n","","","4284",""
"knee","n-e","","","4287",""
"elegant","e-l-e-g","","","4288",""
"improvement","m-p-r","","","4289",""
"surrounding","s-e-r-nt-\-h","","","4294",""
"straw","s2-t-r-o","","","4295",""
"brass","b-r-a-s","","","4297",""
"naval","n-a-v","","","4300",""
"joke","j-o-k","","","4301",""
"madam","m-a-tm","","","4302",""
"lowest","l-o-s2-t","","","4305",""
"occupy","o-kp","","","4306",""
"preliminary","p-r-e-l-e-m","","","4307",""
"institution","n-s2-t-sh","","","4308",""
"combination","k-b-n-sh","","","4309",""
"sink","s2-e-nk","","","4310",""
"desirable","d-s-b","","","4312",""
"experiment","e-s-p-r-e-m","","","4317",""
"contented","k-tn-td","","","4320",""
"recorded","r-k-td","","","4325",""
"imperial","m-p-e-r-l","","","4326",""
"contract","k-/-k","","","4328",""
"sport","s-p-o-t","","","4329",""
"park","p-a-r-k","","","4330",""
"arrest","a-r-e-s","","","4331",""
"electric","^-e-l","","","4335",""
"replace","r-p-l-a-s","","","4341",""
"eminent","e-mn","","","4344",""
"pack","p-a-k","","","4345",""
"dined","d-i-nt","","","4348",""
"concept","k-s-e-p","","","4350",""
"beach","b-e-ch","","","4351",""
"inquire","n-k-i","","","4352",""
"picturesque","p-k-t-r-e-s2-k","","","4353",""
"illustrious","e-l-u-s2-u-s","","","4354",""
"loyal","l-o-e","","","4358",""
"envy","n-v-e","","","4359",""
"mainly","m-a-n-e","","","4361",""
"esteem","e-s2-tm","","","4363",""
"likes","l-a-s","","","4364",""
"abandon","a-b-a-nt","","","4369",""
"cheap","ch-e-p","","","4370",""
"chapel","ch-a-p-l","","","4371",""
"universe","e-u-n-v","","","4373",""
"endless","nt-l","","","4374",""
"trunk","t-r-nk","","","4377",""
"sunset","s2-n-s2-e-t","","","4380",""
"load","l-o-d","","","4384",""
"discussed","d-s2-k-/-t","","","4385",""
"conquest","k-k-e-s","","","4388",""
"cheer","ch-e2","","","4389",""
"visitors","v-e-s2-e-t-ye2","","","4391",""
"joint","j-o-e-nt","","","4400",""
"spell","s-p-l","","","4406",""
"medicine","m-e-d-s2-n","","","4409",""
"convention","k-v-n-sh","","","4410",""
"thanked","th-^->-/-t","","","4414",""
"learnt","l-e-n-t","","","4415",""
"luxury","l-u-x","","","4417",""
"handkerchief","^-h-\-a-nk-e-r-ch","","","4420",""
"interval","n-/-v-l","","","4422",""
"delicious","d-l-e-sh","","","4423",""
"executed","e-s2-k-/-t","","","4426",""
"remedy","r-e-mt-e","","","4432",""
"curtain","k-e2-tn","","","4433",""
"favorable","f-a-b","","","4434",""
"temperature","tm-p-r-a-t-r","","","4436",""
"drama","d-r-a-m-a","","","4438",""
"desirous","d-s2-u-s","","","4439",""
"basket","b-a-s2-k-e-t","","","4441",""
"motionless","m-o-sh-l","","","4442",""
"injured","n-j-u-/-t","","","4443",""
"unpleasant","n-p-e-s","","","4449",""
"invisible","n-v-e-s-b","","","4450",""
"canoe","k-a-n-u","","","4454",""
"Berlin","b-r-l-e-n","","","4459",""
"declined","d-e-/-nt","","","4466",""
"whatsoever","o-t-s2-o-v","","","4467",""
"hopeless","^-h-\-o-p-l","","","4470",""
"steamer","s2-t-e2-m-e2","","","4471",""
"contest","k-t-e-s","","","4472",""
"longed","l-ng-/-t","","","4473",""
"advise","v-i-s","","","4474",""
"requested","r-k-e-s-/-t","","","4479",""
"duchess","d-ch-e-s","","","4483",""
"suited","s2-u-td","","","4485",""
"amiable","a-m-b","","","4486",""
"Missouri","m-o","","","4492",""
"lean","l-e-n","","","4494",""
"lend","l-e-nt","","","4499",""
"undertake","u-/-t-a-k","","","4500",""
"taxes","t-a-xs","","","4502",""
"retire","r-e-t-i2","","","4505",""
"program","p-r-/-g","","","4507",""
"limit","l-e-m-e-t","","","4512",""
"mate","m-a-t","","","4513",""
"procure","p-r-o-k-r","","","4515",""
"introduce","n-/-d-u-s","","","4520",""
"tie","t-i","","","4523",""
"affect","a-f-k","","","4525",""
"tempted","tm-td","","","4535",""
"declaration","d-e-/-r-a-sh","","","4537",""
"oak","o-k","","","4539",""
"happily","^-h-\-a-p-ya","","","4547",""
"protest","p-r-o-t-e-s","","","4548",""
"purchased","p-r-ch-/-t","","","4555",""
"attractive","a-t-r-k-v","","","4558",""
"timber","tm-b-r","","","4565",""
"decent","d-s2-e-nt","","","4569",""
"net","n-e-t","","","4571",""
"expectation","e-s-p-sh","","","4574",""
"encourage","n-k-r-j","","","4575",""
"push","p-sh","","","4576",""
"induce","n-d-u-s","","","4577",""
"climb","k-l-i-m","","","4580",""
"trifle","t-r-i-f","","","4582",""
"proposal","p-r-p-o-l","","","4584",""
"artificial","a2-t-f-e-sh","","","4585",""
"artistic","a2-t-/-s2-t","","","4587",""
"Texas","t-x","","","4589",""
"heir","a-r","","","4594",""
"tore","t-o-r","","","4597",""
"extend","e-s2-tn","","","4600",""
"insult","n-s2-u","","","4601",""
"sober","s2-o-b-r","","","4605",""
"shine","sh-i-n","","","4612",""
"leather","l-e-th","","","4613",""
"unworthy","n-u-u-th-e","","","4614",""
"knock","n-o-k","","","4617",""
"eloquence","e-l-o-k","","","4619",""
"uses","e-u-s","","","4622",""
"pacific","p-a-s2-k","","","4623",""
"descent","d-s2-e-nt","","","4625",""
"retain","r-e-tn","","","4626",""
"Illinois","e-l","","","4627",""
"polite","p-o-l-i","","","4629",""
"Norman","n-o-mn","","","4630",""
"relating","r-e-l-a-\-h","","","4633",""
"offended","o-f-nt-d","","","4639",""
"alliance","a-l-i-n-s","","","4642",""
"immortal","e-m-o-t-l","","","4645",""
"string","s2-t-r-e-ng","","","4646",""
"abundant","a-b-n-tn","","","4648",""
"lock","l-o-k","","","4649",""
"minor","m-i-n-e2","","","4650",""
"anguish","a-ng-sh","","","4661",""
"neighborhood","n-a-b-r-/-d","","","4662",""
"Hamilton","^-h-\-a-m-e-l","","","4666",""
"interfere","n-/-f-e-r","","","4667",""
"humor","^-h-\-e2-u-m-e2","","","4671",""
"wheat","^-h-\-u-e-t","","","4675",""
"relieve","r-e-l-e-v","","","4677",""
"complain","kp","","","4683",""
"piano","p-ea-n-o","","","4688",""
"funny","f-n-e","","","4690",""
"gown","g-n","","","4692",""
"binary","b-n-r-e","","","4694",""
"personally","p-r-s-e","","","4695",""
"uneasy","u-n-e-s-e","","","4700",""
"economy","e-k-e","","","4702",""
"normal","n-o-m","","","4706",""
"innocence","e-n-o-s","","","4713",""
"neat","n-e-t","","","4716",""
"telephone","t-e-l-f","","","4722",""
"memories","mn-r-e-s","","","4724",""
"cabinet","k-a-b","","","4726",""
"conclude","k-k","","","4729",""
"sickness","s2-e-k-n-e-s","","","4731",""
"pine","p-i-n","","","4733",""
"erect","e-r-e-k","","","4739",""
"painter","p-a-nt-r","","","4740",""
"seal","s-e-l","","","4745",""
"Jewish","j-u-sh","","","4747",""
"liable","l-i-b","","","4748",""
"heed","^-h-\-e-d","","","4751",""
"stomach","s2-tm-a-k","","","4752",""
"deer","d-e2","","","4753",""
"considerably","k-s-b-e","","","4758",""
"Kentucky","k-e","","","4759",""
"hearty","^-h-\-a2-t-e","","","4761",""
"nonsense","n-o-n-s2-e-n-s","","","4763",""
"temptation","tm-t-sh","","","4767",""
"strongest","s2-t-r-s2-t","","","4769",""
"disturb","d-s2-t-b","","","4771",""
"confident","k-f","","","4773",""
"justify","j-u-s2-f","","","4776",""
"dislike","d-s-l-a","","","4784",""
"bone","b-o-n","","","4786",""
"accomplish","a-k-p","","","4788",""
"remembrance","r-e-mn-n-s","","","4791",""
"fence","f-e-n-s","","","4794",""
"conspicuous","k-s-p-k","","","4795",""
"latitude","l-a-t-e-t","","","4798",""
"colonies","k-o-l-n-e-s","","","4799",""
"miracle","m-e-r-/-k","","","4800",""
"constructed","k-s2-/-k-t","","","4801",""
"worry","u-u-e","","","4804",""
"sketch","s2-k-e-ch","","","4808",""
"indirect","nt-r-k","","","4812",""
"welfare","l-f-a-r","","","4813",""
"session","s-e-sh","","","4815",""
"Japan","j-a-p-n","","","4816",""
"compare","k-p-r","","","4818",""
"wagon","u-a-g-n","","","4819",""
"charitable","ch-a2-t-b","","","4824",""
"consequential","k-s2-e-k-sh","","","4826",""
"negligence","n-e-g-j","","","4829",""
"rightly","r-ia","","","4835",""
"indemnity","n-tm-/-nt","","","4838",""
"honorable","o-n-e-r-b","","","4839",""
"tin","t-e-n","","","4852",""
"border","b-o-d-e2","","","4853",""
"unwilling","n-l-\-h","","","4855",""
"presume","p-r-s2-m","","","4856",""
"totally","t-o-t-ya","","","4864",""
"checked","ch-e-k-t","","","4867",""
"continent","k-tn-nt","","","4869",""
"hay","^-h-\-a","","","4872",""
"educational","e-d-u-/-l","","","4874",""
"Georgia","j-a","","","4876",""
"yourselves","u-ss","","","4877",""
"bedroom","b-d-r-m","","","4878",""
"inward","n-/-d","","","4879",""
"Chicago","sh-e-k","","","4881",""
"injustice","n-j-u-s-s","","","4882",""
"experiences","s-p-e-s","","","4885",""
"engage","n-g-a","","","4886",""
"courtesy","k-e2-t-s-e2","","","4893",""
"civilized","s2-v-i-s2-d","","","4899",""
"acres","a-k-r-s","","","4900",""
"everyone","e-v-u-n","","","4903",""
"Pennsylvania","p-a","","","4905",""
"carries","k-a-e-s","","","4907",""
"relate","r-e-l-a","","","4916",""
"probability","p-r-/-b","","","4918",""
"Tennessee","tn","","","4923",""
"sweetness","s2-u-e-t-n-e-s","","","4924",""
"hired","^-h-\-i-r-/-t","","","4928",""
"adapted","a-d-a-p-/-t","","","4930",""
"clergy","k-l-e-j-e","","","4931",""
"appropriate","a-p-r-a","","","4938",""
"filed","f-i-ld","","","4941",""
"channel","ch-a-n-l","","","4943",""
"engine","n-j-n","","","4945",""
"landlord","l-a-nt-l-o-d","","","4946",""
"extra","^-e-s","","","4947",""
"egg","e-g","","","4950",""
"prejudice","p-r-e-j","","","4954",""
"thread","th-r-e-d","","","4956",""
"tight","t-i-t","","","4957",""
"blank","b-l-a-nk","","","4963",""
"costume","k-o-s2-tm","","","4969",""
"excess","e-s-e-s","","","4971",""
"rice","r-i-s","","","4972",""
"specially","s-p-e","","","4973",""
"lent","l-e-nt","","","4983",""
"admiral","a-m-e-r-l","","","4985",""
"fur","f-u-r","","","4986",""
"adds","a-d-s","","","4987",""
"lip","l-e-p","","","4989",""
"crowned","k-r-nt","","","4992",""
"innumerable","e-n-e-u-m-b","","","4993",""
"latest","l-a-t-e-s","","","4994",""
"convent","k-v-nt","","","4996",""
"sermon","s2-e2-mn","","","4997",""
"fairy","f-a-r-e","","","5004",""
"collect","k-o-l","","","5006",""
"smart","s2-m-a2-t","","","5009",""
"frankly","f-r-a-nk-e","","","5010",""
"dumb","d-m","","","5012",""
"recommend","r-k-mn","","","5015",""
"appreciate","a-p-r-e-sh","","","5017",""
"frontier","f-r-nt-e-r","","","5020",""
"insist","n-ss","","","5023",""
"inspiration","n-s-p-r-a-sh","","","5026",""
"legislation","l-j","","","5028",""
"mob","m-o-b","","","5029",""
"velvet","v-e-l-v-t","","","5030",""
"upstairs","u-p-s2-t-ya","","","5037",""
"duly","d-u-e","","","5039",""
"Cambridge","k-a-m-b","","","5042",""
"shirt","sh-e2-t","","","5044",""
"elect","e-l-e-k","","","5045",""
"bodily","b-o-e","","","5047",""
"instructed","n-s-/-k-t","","","5049",""
"guilt","g-e-l-t","","","5050",""
"backward","b-a-k-d","","","5052",""
"adopt","a-d-p","","","5053",""
"fund","f-nt","","","5059",""
"teachers","t-e-ch-ye2","","","5060",""
"Friday","f-r-i","","","5063",""
"Philadelphia","f-e-l-a","","","5064",""
"raw","r-o","","","5065",""
"damp","d-a-m-p","","","5071",""
"discuss","d-s2-k","","","5075",""
"deserved","d-s2-e-v-d","","","5076",""
"foremost","f-m-o","","","5080",""
"revenue","r-e-v-n-u","","","5084",""
"awkward","o-k-d","","","5085",""
"rue","r-u","","","5086",""
"unjust","n-j-u-s","","","5087",""
"superiority","s-/-r","","","5088",""
"elaborate","e-l-a-b","","","5092",""
"neighbors","n-a-b-r-s","","","5095",""
"research","r-s2-e-ch","","","5097",""
"literally","l-e-t-l-e","","","5098",""
"landscape","l-a-nt-s2-k-p","","","5101",""
"blown","b-l-o-n","","","5103",""
"lecture","l-e-k-t-r","","","5104",""
"rejoice","r-j-o-e-s","","","5105",""
"unnecessary","u-n-e-ss","","","5106",""
"glasses","g-l-a-ss","","","5108",""
"appetite","a-p-t-i","","","5111",""
"dense","tn-s","","","5112",""
"reflect","r-f-l","","","5113",""
"deceive","d-s-e","","","5114",""
"respective","r-e-s-/-v","","","5118",""
"today","td-a","","","5122",""
"jury","j-u","","","5123",""
"warrant","u-o-nt","","","5126",""
"frozen","f-r-o-s2-n","","","5132",""
"compliment","k-p-l-e-m","","","5134",""
"magazine","m-a-g","","","5136",""
"remind","r-e-m-i-n","","","5138",""
"reform","r-f-m","","","5139",""
"hereafter","^-h-\-e-r-a-f","","","5140",""
"abuse","a-b-e-u","","","5143",""
"meetings","m-e-t-/-s","","","5155",""
"manuscript","mn-u-s2-k-r","","","5157",""
"lunch","l-n-ch","","","5162",""
"ambitious","a-m-b-e-sh","","","5164",""
"worldly","u-u-e","","","5168",""
"brains","b-r-a-n-s","","","5171",""
"niece","n-e-s","","","5172",""
"timid","tm-e-d","","","5175",""
"planned","p-l-a-nt","","","5177",""
"descend","d-s2-e-n","","","5180",""
"fortnight","f-t-n-i","","","5182",""
"document","d-o-k-m","","","5186",""
"recollect","r-e-k-o-l","","","5188",""
"tend","tn-d","","","5190",""
"manly","m-a-n-e","","","5193",""
"promotion","p-r-m-o-sh","","","5194",""
"thoughtful","th-o-t-f","","","5200",""
"punish","p-n-sh","","","5203",""
"complaint","kp","","","5209",""
"respected","r-e-s-/-t","","","5214",""
"fountain","f-n-tn","","","5220",""
"awaiting","^-h-\-u-a-t-\-h","","","5226",""
"consolation","k-s2-o-l-a-sh","","","5227",""
"barren","b-a-r-e-n","","","5231",""
"entertain","n-/-tn","","","5233",""
"childish","ch-i-ld-sh","","","5234",""
"industrial","nt-s-l","","","5235",""
"governed","g-v-/-t","","","5238",""
"prose","p-r-o-s","","","5243",""
"inquiries","n-k-i-s","","","5245",""
"convince","k-v-e-n-s","","","5246",""
"barely","b-a-r-e","","","5247",""
"packed","p-a-k-t","","","5248",""
"map","m-a-p","","","5250",""
"jump","j-m-p","","","5251",""
"transfer","t-/-f-e-r","","","5254",""
"creek","k-r-e-k","","","5255",""
"organ","o-g-n","","","5258",""
"din","d-e-n","","","5259",""
"commons","k-mn-s","","","5260",""
"brush","b-r-sh","","","5263",""
"withdraw","e-th-d-r-o","","","5265",""
"opera","o-p-r-a","","","5273",""
"oppose","o-p-o","","","5276",""
"curiously","k-e-u-e","","","5281",""
"Louisiana","l-a","","","5287",""
"consult","k-s2-u","","","5289",""
"confirmation","k-f-e-m-sh","","","5292",""
"personality","p-r-s-/-l","","","5293",""
"mill","m-e-l","","","5302",""
"monster","mn-s2-t-e2","","","5303",""
"collar","k-o-l-r","","","5306",""
"angle","a-ng-l","","","5307",""
"mechanical","m-e-k-a-n-/-k","","","5308",""
"grandeur","g-/-u-r","","","5314",""
"traced","t-r-a-s2-t","","","5315",""
"significance","s2-e-g-n-e-f","","","5317",""
"differ","df","","","5319",""
"oldest","o-ld-e-s","","","5321",""
"partner","p-t-n-e2","","","5324",""
"gigantic","j-i-g-a-nt","","","5325",""
"veins","v-a-n-s","","","5332",""
"warn","u-o-n","","","5333",""
"plates","p-l-a-t-s","","","5334",""
"selection","s-e-l-e-k-sh","","","5335",""
"divide","df-i-d","","","5337",""
"speaker","s-p-/-r","","","5341",""
"ascertain","a-s2-e-tn","","","5343",""
"newly","n-u-e","","","5348",""
"attachment","a-t-ch-m","","","5350",""
"fare","f-a-r","","","5353",""
"dignified","d-e-g-n-f-/-t","","","5358",""
"customary","k-u-s-r-e","","","5362",""
"jolly","j-o-l-e","","","5366",""
"comprehend","k-p-r-e-nt","","","5373",""
"brick","b-r-e-k","","","5378",""
"fundamental","f-nt-/-m","","","5382",""
"nigh","n-i","","","5386",""
"believes","b-e-s","","","5387",""
"cream","k-r-e-m","","","5388",""
"awhile","h-/-\-i-l","","","5390",""
"response","r-s-p","","","5394",""
"foes","f-o-s","","","5397",""
"waist","u-a-s2-t","","","5399",""
"decree","d-e-k-r-e","","","5402",""
"anxiously","a-nk-e","","","5406",""
"repair","r-p-a-r","","","5408",""
"outline","a-u-l-a-n","","","5409",""
"select","s-e-l-e-k","","","5411",""
"obligation","o-b-l-sh","","","5412",""
"cow","k-a-u","","","5413",""
"monument","mn-u-m","","","5416",""
"significant","s2-g","","","5420",""
"jersey","j-e-s-e","","","5421",""
"invite","n-v-i","","","5423",""
"ingenious","n-j-e-n-u-s","","","5428",""
"caution","k-o-sh","","","5430",""
"Vienna","v-e-n-a","","","5433",""
"sends","s2-e-n-s","","","5437",""
"weighed","u-a-d","","","5444",""
"awe","o","","","5449",""
"clergyman","k-l-e-j-m-a-n","","","5451",""
"dated","td-/-t","","","5453",""
"improve","m-p-r","","","5455",""
"journal","j-e2-n","","","5462",""
"holiday","^-h-\-o-l-e-d-a","","","5464",""
"happier","^-h-\-a-p-e-r","","","5468",""
"decline","d-e-/-n","","","5477",""
"porch","p-o-r-ch","","","5482",""
"communicate","k-k-a-t","","","5487",""
"loyalty","l-o-e","","","5492",""
"irregular","e-r-e-g","","","5499",""
"produces","p-r-o-d-u-ss","","","5503",""
"joyous","j-o-e-s","","","5504",""
"pupil","p-p-l","","","5512",""
"briefly","b-r-e-f-e","","","5517",""
"lodge","l-o-j","","","5520",""
"bloom","b-l-u-m","","","5522",""
"eloquent","e-l-o-k","","","5525",""
"attain","a-tn","","","5533",""
"guardian","g-a2-d-ea2-n","","","5537",""
"commencement","k-mn-s2-m","","","5539",""
"block","b-l-o-k","","","5541",""
"lace","l-a-s","","","5542",""
"imitation","e-m-e-t-sh","","","5543",""
"earn","e2-n","","","5545",""
"admission","a-m-sh","","","5548",""
"nowhere","n-o-a-r","","","5549",""
"swell","s2-u-e-l","","","5551",""
"Connecticut","k-t","","","5553",""
"potatoes","p-o-t-a-t-o-s","","","5559",""
"forbid","f-b-d","","","5564",""
"hesitate","^-h-\-e-s2-t-a","","","5571",""
"games","g-a-m-s","","","5575",""
"review","r-v-e-u","","","5576",""
"debts","td-s","","","5579",""
"accessible","a-k-ss","","","5581",""
"bargain","b-a-r-g-n","","","5586",""
"bond","b-o-nt","","","5598",""
"specimen","s-p-e-s2-mn","","","5602",""
"gang","g-a-ng","","","5609",""
"Howard","^-h-\-a-u-d","","","5610",""
"continuous","k-tn-u-u-s","","","5612",""
"entertainment","n-/-tn-m","","","5614",""
"dishes","d-e-sh-s","","","5616",""
"strikes","s2-t-r-i-s","","","5618",""
"thorough","th2-e","","","5623",""
"belt","b-e-l-t","","","5624",""
"breaks","b-r-a-k-s","","","5625",""
"cigar","s2-e-g-r","","","5627",""
"Netherlands","n-e-th-l-a-nt-s","","","5629",""
"entry","nt-r-e","","","5632",""
"corporation","k-r-p","","","5633",""
"legend","l-e-jnt","","","5639",""
"Kansas","k","","","5641",""
"avail","a-v-a-l","","","5647",""
"woke","u-o-k","","","5648",""
"Maine","m-a-n","","","5650",""
"accurate","a-k-r-a","","","5659",""
"accord","a-k-r","","","5666",""
"pledge","p-l-e-j","","","5668",""
"barn","b-a2-n","","","5669",""
"fiction","f-e-k-sh","","","5671",""
"indignant","nt-e-g","","","5672",""
"harder","^-h-\-a2-d-e2","","","5673",""
"defense","df-e-n-s","","","5677",""
"substantial","s-s2-tn-sh","","","5679",""
"alternate","o-t-e-n-a-t","","","5681",""
"salary","s-a-l-r-e","","","5686",""
"terribly","t-e-r-b-e","","","5688",""
"pathetic","p-th-/-a","","","5689",""
"exciting","e-s2-i-t-\-h","","","5694",""
"acquire","a-k-i","","","5699",""
"ambassador","a-m-b-a-s","","","5702",""
"generosity","j-e-n-r-/-s","","","5703",""
"aboard","a-b-o-d","","","5704",""
"amuse","a-m-u-s","","","5706",""
"preach","p-r-e-ch","","","5712",""
"sympathetic","s2-e-m-th-/-a","","","5717",""
"vacant","v-a-k-nt","","","5722",""
"sincerity","s2-e-n-s-/-r","","","5724",""
"hospitality","^-h-\-o-s-p-t-/-l","","","5725",""
"encouragement","n-k-r-j-m","","","5727",""
"approval","a-p-r-v-l","","","5734",""
"conference","k-f-e-r","","","5735",""
"mansion","mn-sh","","","5736",""
"hen","^-h-\-e-n","","","5738",""
"exhibit","e-s-e-b-t","","","5747",""
"prosperous","p-r-s-p-r-u-s","","","5749",""
"excessive","e-s-e-s2-v","","","5751",""
"lawful","l-o-f","","","5752",""
"resort","r-s2o-t","","","5756",""
"Florida","f-l-a","","","5757",""
"legitimate","l-j-tm-a-t","","","5762",""
"aren't","r-nt","","","5771",""
"petition","p-e-t-sh","","","5773",""
